Calpeptin_400uM_in_N214A_24uM_28C_X,Calpeptin_400uM_in_N214A_24uM_28C_Y
32.55,9.49179
32.566667,9.49203
32.583333,9.4922
32.6,9.49235
32.616667,9.49266
32.633333,9.49265
32.65,9.49305
32.666667,9.49346
32.683333,9.49352
32.7,9.49366
32.716667,9.49365
32.733333,9.49382
32.75,9.49387
32.766667,9.4941
32.783333,9.49461
32.8,9.49468
32.816667,9.49498
32.833333,9.49511
32.85,9.49522
32.866667,9.49546
32.883333,9.49572
32.9,9.49564
32.916667,9.49527
32.933333,9.49499
32.95,9.4951
32.966667,9.49536
32.983333,9.49577
33,9.49583
33.016667,9.49587
33.033333,9.49576
33.05,9.49593
33.066667,9.49581
33.083333,9.49616
33.1,9.4965
33.116667,9.49617
33.133333,9.49559
33.15,9.49553
33.166667,9.49498
33.183333,9.495
33.2,9.49497
33.216667,9.49512
33.233333,9.49558
33.25,9.49543
33.266667,9.49519
33.283333,9.49495
33.3,9.49541
33.316667,9.49559
33.333333,9.49534
33.35,9.49531
33.366667,9.49537
33.383333,9.49506
33.4,9.49454
33.416667,9.49484
33.433333,9.49507
33.45,9.49522
33.466667,9.49567
33.483333,9.49559
33.5,9.49338
33.516667,9.49189
33.533333,9.49389
33.55,9.49223
33.566667,9.48783
33.583333,9.48179
33.6,9.46597
33.616667,9.44043
33.633333,9.4219
33.65,9.41933
33.666667,9.43479
33.683333,9.45831
33.7,9.47775
33.716667,9.49112
33.733333,9.49585
33.75,9.49812
33.766667,9.49663
33.783333,9.4963
33.8,9.49593
33.816667,9.49518
33.833333,9.49427
33.85,9.49459
33.866667,9.49551
33.883333,9.49562
33.9,9.49543
33.916667,9.49494
33.933333,9.4945
33.95,9.49466
33.966667,9.49454
33.983333,9.49419
34,9.49426
34.016667,9.49464
34.033333,9.49498
34.05,9.49512
34.066667,9.4954
34.083333,9.49527
34.1,9.49491
34.116667,9.49508
34.133333,9.4952
34.15,9.49493
34.166667,9.49442
34.183333,9.49396
34.2,9.494
34.216667,9.49424
34.233333,9.49468
34.25,9.49492
34.266667,9.4944
34.283333,9.49393
34.3,9.49358
34.316667,9.49326
34.333333,9.49305
34.35,9.49277
34.366667,9.49251
34.383333,9.49283
34.4,9.49327
34.416667,9.49368
34.433333,9.49388
34.45,9.49383
34.466667,9.49404
34.483333,9.49498
34.5,9.49545
34.516667,9.49575
34.533333,9.49549
34.55,9.49577
34.566667,9.49599
34.583333,9.49666
34.6,9.49751
34.616667,9.4983
34.633333,9.49896
34.65,9.49933
34.666667,9.49956
34.683333,9.49978
34.7,9.49941
34.716667,9.49882
34.733333,9.49881
34.75,9.49908
34.766667,9.49943
34.783333,9.49973
34.8,9.49942
34.816667,9.49867
34.833333,9.49835
34.85,9.49829
34.866667,9.49792
34.883333,9.49753
34.9,9.49755
34.916667,9.49737
34.933333,9.49731
34.95,9.49721
34.966667,9.49659
34.983333,9.49626
35,9.49611
35.016667,9.49623
35.033333,9.49654
35.05,9.49697
35.066667,9.49676
35.083333,9.49653
35.1,9.49622
35.116667,9.49603
35.133333,9.49599
35.15,9.49605
35.166667,9.49606
35.183333,9.49603
35.2,9.49581
35.216667,9.49536
35.233333,9.49508
35.25,9.49477
35.266667,9.49483
35.283333,9.49502
35.3,9.49498
35.316667,9.4949
35.333333,9.49479
35.35,9.49455
35.366667,9.49451
35.383333,9.49454
35.4,9.4946
35.416667,9.49468
35.433333,9.49477
35.45,9.49483
35.466667,9.49467
35.483333,9.49455
35.5,9.49456
35.516667,9.4948
35.533333,9.49513
35.55,9.49533
35.566667,9.49551
35.583333,9.49572
35.6,9.4958
35.616667,9.49585
35.633333,9.49619
35.65,9.49649
35.666667,9.49675
35.683333,9.49699
35.7,9.49708
35.716667,9.49636
35.733333,9.49531
35.75,9.4944
35.766667,9.49368
35.783333,9.49351
35.8,9.49369
35.816667,9.49373
35.833333,9.49293
35.85,9.49248
35.866667,9.49339
35.883333,9.49427
35.9,9.4942
35.916667,9.49366
35.933333,9.49296
35.95,9.49291
35.966667,9.49486
35.983333,9.49846
36,9.50092
36.016667,9.50149
36.033333,9.49976
36.05,9.49551
36.066667,9.48936
36.083333,9.48351
36.1,9.46422
36.116667,9.43858
36.133333,9.42219
36.15,9.41962
36.166667,9.43679
36.183333,9.45888
36.2,9.47998
36.216667,9.49386
36.233333,9.49498
36.25,9.49284
36.266667,9.4915
36.283333,9.49243
36.3,9.49421
36.316667,9.49535
36.333333,9.49673
36.35,9.49821
36.366667,9.49916
36.383333,9.49968
36.4,9.5003
36.416667,9.50106
36.433333,9.50204
36.45,9.50204
36.466667,9.50217
36.483333,9.5029
36.5,9.50355
36.516667,9.50398
36.533333,9.50403
36.55,9.50386
36.566667,9.5036
36.583333,9.50353
36.6,9.50326
36.616667,9.50277
36.633333,9.50224
36.65,9.50191
36.666667,9.50148
36.683333,9.50229
36.7,9.50253
36.716667,9.50263
36.733333,9.50266
36.75,9.50267
36.766667,9.50306
36.783333,9.50335
36.8,9.50316
36.816667,9.50259
36.833333,9.50167
36.85,9.50149
36.866667,9.5016
36.883333,9.50163
36.9,9.50198
36.916667,9.50252
36.933333,9.50196
36.95,9.50061
36.966667,9.49999
36.983333,9.50071
37,9.50092
37.016667,9.50025
37.033333,9.49952
37.05,9.49948
37.066667,9.50057
37.083333,9.50153
37.1,9.50195
37.116667,9.50166
37.133333,9.50106
37.15,9.50004
37.166667,9.49976
37.183333,9.4997
37.2,9.49983
37.216667,9.5001
37.233333,9.50059
37.25,9.50118
37.266667,9.50078
37.283333,9.49976
37.3,9.49952
37.316667,9.49943
37.333333,9.49939
37.35,9.49966
37.366667,9.49942
37.383333,9.49937
37.4,9.49952
37.416667,9.49969
37.433333,9.49994
37.45,9.50038
37.466667,9.50094
37.483333,9.50039
37.5,9.49931
37.516667,9.49831
37.533333,9.49778
37.55,9.49747
37.566667,9.49678
37.583333,9.49635
37.6,9.49514
37.616667,9.49402
37.633333,9.49179
37.65,9.48768
37.666667,9.48215
37.683333,9.4871
37.7,9.50111
37.716667,9.50749
37.733333,9.50683
37.75,9.50568
37.766667,9.50529
37.783333,9.50442
37.8,9.50183
37.816667,9.50028
37.833333,9.49904
37.85,9.49754
37.866667,9.49642
37.883333,9.49594
37.9,9.49619
37.916667,9.49692
37.933333,9.49712
37.95,9.49713
37.966667,9.49698
37.983333,9.49674
38,9.49618
38.016667,9.4963
38.033333,9.49741
38.05,9.49773
38.066667,9.49801
38.083333,9.49851
38.1,9.49913
38.116667,9.50003
38.133333,9.50094
38.15,9.50173
38.166667,9.50209
38.183333,9.50226
38.2,9.50234
38.216667,9.50265
38.233333,9.50323
38.25,9.50391
38.266667,9.50407
38.283333,9.50387
38.3,9.50378
38.316667,9.50395
38.333333,9.50366
38.35,9.50342
38.366667,9.50332
38.383333,9.50345
38.4,9.50397
38.416667,9.50352
38.433333,9.50258
38.45,9.50226
38.466667,9.50187
38.483333,9.50141
38.5,9.50003
38.516667,9.49935
38.533333,9.49779
38.55,9.49853
38.566667,9.49384
38.583333,9.47964
38.6,9.46681
38.616667,9.44451
38.633333,9.42333
38.65,9.41781
38.666667,9.43306
38.683333,9.45763
38.7,9.47821
38.716667,9.49264
38.733333,9.50411
38.75,9.51113
38.766667,9.51282
38.783333,9.51254
38.8,9.51044
38.816667,9.50943
38.833333,9.50917
38.85,9.50807
38.866667,9.50724
38.883333,9.50755
38.9,9.50743
38.916667,9.50687
38.933333,9.50682
38.95,9.50619
38.966667,9.50548
38.983333,9.50518
39,9.50547
39.016667,9.50553
39.033333,9.50543
39.05,9.50586
39.066667,9.50652
39.083333,9.50631
39.1,9.5058
39.116667,9.50566
39.133333,9.50569
39.15,9.50586
39.166667,9.50609
39.183333,9.50579
39.2,9.50524
39.216667,9.50521
39.233333,9.50532
39.25,9.50501
39.266667,9.50463
39.283333,9.50458
39.3,9.50435
39.316667,9.50412
39.333333,9.50349
39.35,9.50263
39.366667,9.50175
39.383333,9.50091
39.4,9.50051
39.416667,9.5006
39.433333,9.50039
39.45,9.50014
39.466667,9.50019
39.483333,9.50011
39.5,9.49995
39.516667,9.49979
39.533333,9.49943
39.55,9.49924
39.566667,9.499
39.583333,9.49911
39.6,9.49886
39.616667,9.49869
39.633333,9.49875
39.65,9.49911
39.666667,9.49956
39.683333,9.50008
39.7,9.50039
39.716667,9.50115
39.733333,9.5018
39.75,9.50214
39.766667,9.50236
39.783333,9.50254
39.8,9.50265
39.816667,9.50256
39.833333,9.50278
39.85,9.50318
39.866667,9.5038
39.883333,9.50408
39.9,9.5043
39.916667,9.50434
39.933333,9.5039
39.95,9.50315
39.966667,9.50281
39.983333,9.50275
40,9.50259
40.016667,9.50219
40.033333,9.50147
40.05,9.50097
40.066667,9.50085
40.083333,9.50033
40.1,9.49938
40.116667,9.49892
40.133333,9.5003
40.15,9.50157
40.166667,9.50138
40.183333,9.50093
40.2,9.50093
40.216667,9.50129
40.233333,9.50152
40.25,9.50267
40.266667,9.50304
40.283333,9.50338
40.3,9.50381
40.316667,9.50368
40.333333,9.50328
40.35,9.50296
40.366667,9.50255
40.383333,9.50248
40.4,9.50278
40.416667,9.50289
40.433333,9.50282
40.45,9.50334
40.466667,9.50409
40.483333,9.50437
40.5,9.50416
40.516667,9.50375
40.533333,9.50354
40.55,9.50306
40.566667,9.50283
40.583333,9.5028
40.6,9.50284
40.616667,9.50298
40.633333,9.50299
40.65,9.50255
40.666667,9.50202
40.683333,9.50183
40.7,9.50146
40.716667,9.50108
40.733333,9.50024
40.75,9.50006
40.766667,9.4997
40.783333,9.49941
40.8,9.49927
40.816667,9.49939
40.833333,9.49956
40.85,9.49968
40.866667,9.50002
40.883333,9.50005
40.9,9.4998
40.916667,9.4999
40.933333,9.50036
40.95,9.50152
40.966667,9.50202
40.983333,9.50238
41,9.50244
41.016667,9.50262
41.033333,9.50389
41.05,9.50214
41.066667,9.49954
41.083333,9.49403
41.1,9.47808
41.116667,9.45511
41.133333,9.44019
41.15,9.4315
41.166667,9.43987
41.183333,9.46489
41.2,9.48691
41.216667,9.50437
41.233333,9.51459
41.25,9.51644
41.266667,9.51487
41.283333,9.51239
41.3,9.51064
41.316667,9.51018
41.333333,9.50866
41.35,9.50775
41.366667,9.50799
41.383333,9.50713
41.4,9.50617
41.416667,9.5065
41.433333,9.506
41.45,9.50582
41.466667,9.50582
41.483333,9.50616
41.5,9.50593
41.516667,9.50605
41.533333,9.50545
41.55,9.50362
41.566667,9.50335
41.583333,9.50359
41.6,9.50227
41.616667,9.50017
41.633333,9.499
41.65,9.49541
41.666667,9.49193
41.683333,9.49677
41.7,9.51144
41.716667,9.51895
41.733333,9.50911
41.75,9.50214
41.766667,9.49912
41.783333,9.49757
41.8,9.49593
41.816667,9.49684
41.833333,9.4965
41.85,9.49593
41.866667,9.49649
41.883333,9.49758
41.9,9.50115
41.916667,9.50631
41.933333,9.50592
41.95,9.50499
41.966667,9.50649
41.983333,9.50805
42,9.50924
42.016667,9.50997
42.033333,9.50942
42.05,9.5091
42.066667,9.50855
42.083333,9.50766
42.1,9.50764
42.116667,9.50781
42.133333,9.50871
42.15,9.50793
42.166667,9.50768
42.183333,9.50768
42.2,9.5078
42.216667,9.50765
42.233333,9.50744
42.25,9.50668
42.266667,9.50623
42.283333,9.50545
42.3,9.50521
42.316667,9.5051
42.333333,9.5049
42.35,9.50451
42.366667,9.50495
42.383333,9.50559
42.4,9.50631
42.416667,9.50646
42.433333,9.50678
42.45,9.50643
42.466667,9.5058
42.483333,9.50552
42.5,9.50525
42.516667,9.50517
42.533333,9.50478
42.55,9.50484
42.566667,9.50539
42.583333,9.50596
42.6,9.50614
42.616667,9.50652
42.633333,9.50711
42.65,9.50645
42.666667,9.50569
42.683333,9.50482
42.7,9.5043
42.716667,9.50376
42.733333,9.5042
42.75,9.50445
42.766667,9.50439
42.783333,9.50417
42.8,9.50384
42.816667,9.50355
42.833333,9.50325
42.85,9.50285
42.866667,9.50248
42.883333,9.50184
42.9,9.50186
42.916667,9.50258
42.933333,9.50225
42.95,9.50204
42.966667,9.50219
42.983333,9.50247
43,9.50311
43.016667,9.50359
43.033333,9.50379
43.05,9.50417
43.066667,9.50454
43.083333,9.50466
43.1,9.50523
43.116667,9.50485
43.133333,9.50439
43.15,9.50495
43.166667,9.50397
43.183333,9.50289
43.2,9.50289
43.216667,9.50263
43.233333,9.50218
43.25,9.49834
43.266667,9.50026
43.283333,9.5029
43.3,9.50385
43.316667,9.50515
43.333333,9.50615
43.35,9.50694
43.366667,9.50715
43.383333,9.50694
43.4,9.50839
43.416667,9.50853
43.433333,9.50846
43.45,9.50863
43.466667,9.50879
43.483333,9.50787
43.5,9.50697
43.516667,9.50397
43.533333,9.5059
43.55,9.50593
43.566667,9.49874
43.583333,9.48698
43.6,9.47107
43.616667,9.44486
43.633333,9.42729
43.65,9.4258
43.666667,9.43619
43.683333,9.45709
43.7,9.48578
43.716667,9.50231
43.733333,9.51468
43.75,9.52473
43.766667,9.52531
43.783333,9.52315
43.8,9.51403
43.816667,9.50547
43.833333,9.5037
43.85,9.50437
43.866667,9.50509
43.883333,9.50647
43.9,9.50812
43.916667,9.50919
43.933333,9.50833
43.95,9.50725
43.966667,9.50768
43.983333,9.50872
44,9.50926
44.016667,9.5097
44.033333,9.50921
44.05,9.50684
44.066667,9.50317
44.083333,9.50344
44.1,9.50577
44.116667,9.50678
44.133333,9.50636
44.15,9.50541
44.166667,9.50578
44.183333,9.50603
44.2,9.50611
44.216667,9.50706
44.233333,9.50702
44.25,9.50658
44.266667,9.50653
44.283333,9.5063
44.3,9.50589
44.316667,9.50573
44.333333,9.50581
44.35,9.50598
44.366667,9.50602
44.383333,9.50617
44.4,9.50674
44.416667,9.50729
44.433333,9.50744
44.45,9.50716
44.466667,9.50711
44.483333,9.50676
44.5,9.50639
44.516667,9.50576
44.533333,9.50536
44.55,9.50509
44.566667,9.50497
44.583333,9.50498
44.6,9.50527
44.616667,9.50574
44.633333,9.50651
44.65,9.50666
44.666667,9.50639
44.683333,9.506
44.7,9.50576
44.716667,9.50567
44.733333,9.50545
44.75,9.50533
44.766667,9.5059
44.783333,9.50666
44.8,9.50717
44.816667,9.508
44.833333,9.50834
44.85,9.50764
44.866667,9.50739
44.883333,9.50759
44.9,9.50774
44.916667,9.50771
44.933333,9.507
44.95,9.50649
44.966667,9.50675
44.983333,9.5067
45,9.50717
45.016667,9.5075
45.033333,9.50749
45.05,9.50771
45.066667,9.50806
45.083333,9.50834
45.1,9.5083
45.116667,9.50778
45.133333,9.50782
45.15,9.50773
45.166667,9.50836
45.183333,9.50894
45.2,9.50938
45.216667,9.50986
45.233333,9.51001
45.25,9.51108
45.266667,9.5116
45.283333,9.51202
45.3,9.51193
45.316667,9.5112
45.333333,9.51129
45.35,9.5103
45.366667,9.50969
45.383333,9.50904
45.4,9.50829
45.416667,9.50849
45.433333,9.50836
45.45,9.50817
45.466667,9.50784
45.483333,9.50759
45.5,9.50734
45.516667,9.50704
45.533333,9.50658
45.55,9.50593
45.566667,9.50497
45.583333,9.50445
45.6,9.50399
45.616667,9.50382
45.633333,9.50413
45.65,9.50441
45.666667,9.50477
45.683333,9.50504
45.7,9.50514
45.716667,9.505
45.733333,9.50524
45.75,9.50579
45.766667,9.50695
45.783333,9.50763
45.8,9.50787
45.816667,9.50853
45.833333,9.50848
45.85,9.5089
45.866667,9.51016
45.883333,9.50937
45.9,9.50831
45.916667,9.50847
45.933333,9.50873
45.95,9.50968
45.966667,9.50929
45.983333,9.50713
46,9.50348
46.016667,9.50129
46.033333,9.50321
46.05,9.50696
46.066667,9.50235
46.083333,9.49579
46.1,9.48651
46.116667,9.46712
46.133333,9.44463
46.15,9.43515
46.166667,9.43793
46.183333,9.46085
46.2,9.48931
46.216667,9.50787
46.233333,9.51818
46.25,9.5216
46.266667,9.51918
46.283333,9.51744
46.3,9.51506
46.316667,9.51293
46.333333,9.51177
46.35,9.51153
46.366667,9.51201
46.383333,9.51274
46.4,9.51243
46.416667,9.51182
46.433333,9.5113
46.45,9.511
46.466667,9.51095
46.483333,9.51076
46.5,9.51104
46.516667,9.51199
46.533333,9.51225
46.55,9.51321
46.566667,9.51337
46.583333,9.51255
46.6,9.51226
46.616667,9.51212
46.633333,9.51163
46.65,9.51125
46.666667,9.51079
46.683333,9.51005
46.7,9.50909
46.716667,9.50856
46.733333,9.50853
46.75,9.50841
46.766667,9.50799
46.783333,9.50731
46.8,9.5066
46.816667,9.50622
46.833333,9.50607
46.85,9.50605
46.866667,9.50635
46.883333,9.50632
46.9,9.50597
46.916667,9.50593
46.933333,9.50613
46.95,9.50602
46.966667,9.50592
46.983333,9.5054
47,9.5055
47.016667,9.50563
47.033333,9.50585
47.05,9.50575
47.066667,9.50592
47.083333,9.5066
47.1,9.50687
47.116667,9.50635
47.133333,9.5067
47.15,9.50731
47.166667,9.50712
47.183333,9.50659
47.2,9.50638
47.216667,9.50631
47.233333,9.50619
47.25,9.506
47.266667,9.50614
47.283333,9.50654
47.3,9.50659
47.316667,9.50654
47.333333,9.50627
47.35,9.50635
47.366667,9.50648
47.383333,9.50692
47.4,9.50768
47.416667,9.50823
47.433333,9.50872
47.45,9.50885
47.466667,9.5093
47.483333,9.51004
47.5,9.51068
47.516667,9.51111
47.533333,9.51169
47.55,9.51148
47.566667,9.51251
47.583333,9.51398
47.6,9.51474
47.616667,9.51369
47.633333,9.51226
47.65,9.51059
47.666667,9.50892
47.683333,9.50821
47.7,9.50831
47.716667,9.50822
47.733333,9.507
47.75,9.50589
47.766667,9.50587
47.783333,9.50617
47.8,9.50635
47.816667,9.50624
47.833333,9.50609
47.85,9.50605
47.866667,9.5064
47.883333,9.5069
47.9,9.50734
47.916667,9.50766
47.933333,9.50805
47.95,9.50851
47.966667,9.50894
47.983333,9.50914
48,9.5089
48.016667,9.50888
48.033333,9.50908
48.05,9.50878
48.066667,9.50798
48.083333,9.50799
48.1,9.50778
48.116667,9.50746
48.133333,9.50728
48.15,9.5073
48.166667,9.5074
48.183333,9.50734
48.2,9.50657
48.216667,9.50613
48.233333,9.50626
48.25,9.50648
48.266667,9.50672
48.283333,9.50667
48.3,9.50679
48.316667,9.50699
48.333333,9.50721
48.35,9.50767
48.366667,9.50814
48.383333,9.50811
48.4,9.50782
48.416667,9.5077
48.433333,9.50759
48.45,9.50768
48.466667,9.50798
48.483333,9.50833
48.5,9.50865
48.516667,9.50869
48.533333,9.50872
