Calpeptin_400uM_in_S256A_24uM_28C_X,Calpeptin_400uM_in_S256A_24uM_28C_Y
32.55,9.42488
32.566667,9.42409
32.583333,9.42451
32.6,9.42749
32.616667,9.43049
32.633333,9.43055
32.65,9.42913
32.666667,9.42821
32.683333,9.42813
32.7,9.42834
32.716667,9.42775
32.733333,9.42727
32.75,9.42687
32.766667,9.42661
32.783333,9.42616
32.8,9.42534
32.816667,9.42457
32.833333,9.42402
32.85,9.4236
32.866667,9.42333
32.883333,9.42335
32.9,9.42352
32.916667,9.42332
32.933333,9.42297
32.95,9.42308
32.966667,9.42286
32.983333,9.42267
33,9.42267
33.016667,9.42278
33.033333,9.42287
33.05,9.42291
33.066667,9.42277
33.083333,9.42287
33.1,9.42334
33.116667,9.42356
33.133333,9.42376
33.15,9.42398
33.166667,9.42419
33.183333,9.42428
33.2,9.42424
33.216667,9.42412
33.233333,9.42381
33.25,9.42359
33.266667,9.42357
33.283333,9.42378
33.3,9.42402
33.316667,9.42416
33.333333,9.42455
33.35,9.42488
33.366667,9.42483
33.383333,9.42479
33.4,9.42478
33.416667,9.42473
33.433333,9.42465
33.45,9.42486
33.466667,9.42576
33.483333,9.42688
33.5,9.42816
33.516667,9.42891
33.533333,9.42411
33.55,9.41985
33.566667,9.41222
33.583333,9.403
33.6,9.39267
33.616667,9.38695
33.633333,9.38829
33.65,9.39435
33.666667,9.40168
33.683333,9.40364
33.7,9.40061
33.716667,9.39818
33.733333,9.39568
33.75,9.39243
33.766667,9.39071
33.783333,9.39263
33.8,9.40176
33.816667,9.40985
33.833333,9.41175
33.85,9.41534
33.866667,9.41785
33.883333,9.41927
33.9,9.41946
33.916667,9.41945
33.933333,9.41942
33.95,9.41899
33.966667,9.41912
33.983333,9.41906
34,9.41954
34.016667,9.4202
34.033333,9.42058
34.05,9.42046
34.066667,9.42038
34.083333,9.42015
34.1,9.41968
34.116667,9.41962
34.133333,9.41961
34.15,9.41929
34.166667,9.41884
34.183333,9.41913
34.2,9.41947
34.216667,9.41995
34.233333,9.42059
34.25,9.42104
34.266667,9.42162
34.283333,9.42146
34.3,9.42103
34.316667,9.42157
34.333333,9.42174
34.35,9.42147
34.366667,9.42154
34.383333,9.42195
34.4,9.42275
34.416667,9.42353
34.433333,9.42362
34.45,9.42409
34.466667,9.42495
34.483333,9.42595
34.5,9.42622
34.516667,9.42619
34.533333,9.42591
34.55,9.42566
34.566667,9.426
34.583333,9.42666
34.6,9.42728
34.616667,9.42776
34.633333,9.4278
34.65,9.42682
34.666667,9.42614
34.683333,9.42514
34.7,9.42426
34.716667,9.42361
34.733333,9.42329
34.75,9.42157
34.766667,9.42073
34.783333,9.42054
34.8,9.42023
34.816667,9.41942
34.833333,9.41933
34.85,9.41978
34.866667,9.42153
34.883333,9.42922
34.9,9.43621
34.916667,9.43957
34.933333,9.43908
34.95,9.43302
34.966667,9.42664
34.983333,9.42764
35,9.42881
35.016667,9.42806
35.033333,9.42675
35.05,9.42558
35.066667,9.42479
35.083333,9.42453
35.1,9.42406
35.116667,9.42369
35.133333,9.42348
35.15,9.42332
35.166667,9.42289
35.183333,9.42267
35.2,9.42234
35.216667,9.42188
35.233333,9.42168
35.25,9.42163
35.266667,9.4217
35.283333,9.42212
35.3,9.4228
35.316667,9.42323
35.333333,9.42331
35.35,9.42362
35.366667,9.42417
35.383333,9.42466
35.4,9.42521
35.416667,9.42578
35.433333,9.42737
35.45,9.43043
35.466667,9.43032
35.483333,9.43133
35.5,9.42821
35.516667,9.4253
35.533333,9.42375
35.55,9.42315
35.566667,9.42302
35.583333,9.42387
35.6,9.42484
35.616667,9.42561
35.633333,9.42562
35.65,9.42625
35.666667,9.4278
35.683333,9.42892
35.7,9.42968
35.716667,9.43115
35.733333,9.4322
35.75,9.43183
35.766667,9.43229
35.783333,9.43249
35.8,9.43127
35.816667,9.43019
35.833333,9.42954
35.85,9.42893
35.866667,9.42851
35.883333,9.42794
35.9,9.42677
35.916667,9.42561
35.933333,9.42525
35.95,9.42509
35.966667,9.42499
35.983333,9.42477
36,9.42475
36.016667,9.42421
36.033333,9.42438
36.05,9.42472
36.066667,9.42129
36.083333,9.41071
36.1,9.40462
36.116667,9.40132
36.133333,9.40498
36.15,9.41968
36.166667,9.42674
36.183333,9.42346
36.2,9.41542
36.216667,9.4057
36.233333,9.40335
36.25,9.40094
36.266667,9.40144
36.283333,9.40134
36.3,9.40213
36.316667,9.40529
36.333333,9.41109
36.35,9.4167
36.366667,9.41779
36.383333,9.41826
36.4,9.41915
36.416667,9.42
36.433333,9.41988
36.45,9.41938
36.466667,9.41962
36.483333,9.4203
36.5,9.4206
36.516667,9.42097
36.533333,9.42149
36.55,9.42178
36.566667,9.42185
36.583333,9.4217
36.6,9.42181
36.616667,9.42226
36.633333,9.42266
36.65,9.42323
36.666667,9.42342
36.683333,9.42359
36.7,9.42384
36.716667,9.42408
36.733333,9.42453
36.75,9.42508
36.766667,9.42538
36.783333,9.42541
36.8,9.42537
36.816667,9.42544
36.833333,9.42564
36.85,9.426
36.866667,9.42613
36.883333,9.42621
36.9,9.42634
36.916667,9.42652
36.933333,9.42641
36.95,9.42646
36.966667,9.42647
36.983333,9.42649
37,9.42635
37.016667,9.42649
37.033333,9.42677
37.05,9.42665
37.066667,9.42651
37.083333,9.42611
37.1,9.42581
37.116667,9.42603
37.133333,9.42621
37.15,9.42653
37.166667,9.42634
37.183333,9.42639
37.2,9.42634
37.216667,9.42612
37.233333,9.42609
37.25,9.4266
37.266667,9.4276
37.283333,9.42991
37.3,9.43057
37.316667,9.42956
37.333333,9.42877
37.35,9.4291
37.366667,9.42923
37.383333,9.42891
37.4,9.42899
37.416667,9.42896
37.433333,9.42879
37.45,9.42853
37.466667,9.42816
37.483333,9.42768
37.5,9.42772
37.516667,9.4275
37.533333,9.42744
37.55,9.42742
37.566667,9.42734
37.583333,9.42716
37.6,9.42701
37.616667,9.42707
37.633333,9.42732
37.65,9.42776
37.666667,9.42788
37.683333,9.42771
37.7,9.42761
37.716667,9.42778
37.733333,9.42804
37.75,9.42788
37.766667,9.42772
37.783333,9.42777
37.8,9.42759
37.816667,9.42785
37.833333,9.4284
37.85,9.42895
37.866667,9.42971
37.883333,9.43019
37.9,9.43059
37.916667,9.43104
37.933333,9.43145
37.95,9.43133
37.966667,9.43105
37.983333,9.43077
38,9.4305
38.016667,9.43064
38.033333,9.43114
38.05,9.43144
38.066667,9.43123
38.083333,9.43124
38.1,9.43149
38.116667,9.43181
38.133333,9.43215
38.15,9.43229
38.166667,9.43238
38.183333,9.43223
38.2,9.43211
38.216667,9.43208
38.233333,9.43219
38.25,9.43219
38.266667,9.43238
38.283333,9.43252
38.3,9.43288
38.316667,9.43337
38.333333,9.43389
38.35,9.43432
38.366667,9.43441
38.383333,9.43464
38.4,9.43479
38.416667,9.43458
38.433333,9.43408
38.45,9.43384
38.466667,9.4341
38.483333,9.43513
38.5,9.43585
38.516667,9.43494
38.533333,9.43377
38.55,9.43111
38.566667,9.42281
38.583333,9.41308
38.6,9.40251
38.616667,9.40058
38.633333,9.40487
38.65,9.40746
38.666667,9.40744
38.683333,9.4066
38.7,9.4078
38.716667,9.40795
38.733333,9.40888
38.75,9.40816
38.766667,9.40851
38.783333,9.4122
38.8,9.41663
38.816667,9.42238
38.833333,9.42537
38.85,9.42626
38.866667,9.42583
38.883333,9.42614
38.9,9.42657
38.916667,9.42681
38.933333,9.42699
38.95,9.42773
38.966667,9.42817
38.983333,9.42856
39,9.42885
39.016667,9.42902
39.033333,9.42918
39.05,9.4293
39.066667,9.42948
39.083333,9.42992
39.1,9.43063
39.116667,9.43105
39.133333,9.43136
39.15,9.43152
39.166667,9.43167
39.183333,9.43193
39.2,9.43212
39.216667,9.43227
39.233333,9.43258
39.25,9.4326
39.266667,9.43232
39.283333,9.43224
39.3,9.43178
39.316667,9.43125
39.333333,9.4309
39.35,9.43067
39.366667,9.43033
39.383333,9.42995
39.4,9.42961
39.416667,9.42927
39.433333,9.42942
39.45,9.42953
39.466667,9.42974
39.483333,9.42985
39.5,9.4297
39.516667,9.42939
39.533333,9.42929
39.55,9.42966
39.566667,9.43062
39.583333,9.43173
39.6,9.43255
39.616667,9.43291
39.633333,9.43434
39.65,9.43561
39.666667,9.43524
39.683333,9.43448
39.7,9.43229
39.716667,9.42505
39.733333,9.4221
39.75,9.42308
39.766667,9.42381
39.783333,9.42454
39.8,9.42525
39.816667,9.42585
39.833333,9.42627
39.85,9.4266
39.866667,9.42705
39.883333,9.42752
39.9,9.42814
39.916667,9.42881
39.933333,9.42932
39.95,9.42969
39.966667,9.42993
39.983333,9.43034
40,9.43078
40.016667,9.43121
40.033333,9.43157
40.05,9.43173
40.066667,9.43188
40.083333,9.43214
40.1,9.43257
40.116667,9.43303
40.133333,9.43343
40.15,9.43376
40.166667,9.43407
40.183333,9.43433
40.2,9.43426
40.216667,9.43416
40.233333,9.43421
40.25,9.43425
40.266667,9.43408
40.283333,9.43332
40.3,9.43311
40.316667,9.43291
40.333333,9.43297
40.35,9.43249
40.366667,9.43204
40.383333,9.43235
40.4,9.43191
40.416667,9.43155
40.433333,9.43048
40.45,9.43016
40.466667,9.43022
40.483333,9.43186
40.5,9.43343
40.516667,9.4324
40.533333,9.42579
40.55,9.42205
40.566667,9.42475
40.583333,9.43764
40.6,9.44447
40.616667,9.44799
40.633333,9.44752
40.65,9.44421
40.666667,9.43756
40.683333,9.43215
40.7,9.42825
40.716667,9.42849
40.733333,9.42712
40.75,9.42704
40.766667,9.42711
40.783333,9.42633
40.8,9.42724
40.816667,9.43215
40.833333,9.43583
40.85,9.43637
40.866667,9.43482
40.883333,9.43336
40.9,9.43314
40.916667,9.43213
40.933333,9.43205
40.95,9.43139
40.966667,9.42988
40.983333,9.429
41,9.42986
41.016667,9.43099
41.033333,9.4298
41.05,9.42865
41.066667,9.42873
41.083333,9.42824
41.1,9.42355
41.116667,9.41354
41.133333,9.40693
41.15,9.40722
41.166667,9.41058
41.183333,9.41234
41.2,9.41554
41.216667,9.41451
41.233333,9.40777
41.25,9.40321
41.266667,9.40285
41.283333,9.40357
41.3,9.40445
41.316667,9.40709
41.333333,9.41187
41.35,9.421
41.366667,9.42569
41.383333,9.42861
41.4,9.42867
41.416667,9.42894
41.433333,9.43011
41.45,9.43045
41.466667,9.43046
41.483333,9.43078
41.5,9.43118
41.516667,9.43169
41.533333,9.43252
41.55,9.43291
41.566667,9.43339
41.583333,9.43397
41.6,9.43395
41.616667,9.43394
41.633333,9.43378
41.65,9.43363
41.666667,9.43374
41.683333,9.43282
41.7,9.43286
41.716667,9.43274
41.733333,9.4325
41.75,9.43256
41.766667,9.43182
41.783333,9.43098
41.8,9.43058
41.816667,9.43013
41.833333,9.42959
41.85,9.42903
41.866667,9.42864
41.883333,9.42907
41.9,9.42918
41.916667,9.42894
41.933333,9.42932
41.95,9.42886
41.966667,9.42841
41.983333,9.42918
42,9.42966
42.016667,9.42975
42.033333,9.43034
42.05,9.43047
42.066667,9.42935
42.083333,9.42827
42.1,9.42812
42.116667,9.42857
42.133333,9.4287
42.15,9.42878
42.166667,9.42925
42.183333,9.42927
42.2,9.42926
42.216667,9.42933
42.233333,9.42931
42.25,9.42884
42.266667,9.42917
42.283333,9.42962
42.3,9.43008
42.316667,9.43043
42.333333,9.43093
42.35,9.43115
42.366667,9.4312
42.383333,9.43133
42.4,9.43153
42.416667,9.43172
42.433333,9.43168
42.45,9.4313
42.466667,9.4311
42.483333,9.43118
42.5,9.4313
42.516667,9.43149
42.533333,9.43165
42.55,9.4318
42.566667,9.43173
42.583333,9.43167
42.6,9.43181
42.616667,9.43177
42.633333,9.43177
42.65,9.43206
42.666667,9.43254
42.683333,9.43297
42.7,9.43328
42.716667,9.4333
42.733333,9.43304
42.75,9.43299
42.766667,9.43359
42.783333,9.43401
42.8,9.43391
42.816667,9.43395
42.833333,9.43397
42.85,9.43445
42.866667,9.43376
42.883333,9.43182
42.9,9.42972
42.916667,9.42874
42.933333,9.428
42.95,9.42779
42.966667,9.42792
42.983333,9.42743
43,9.42721
43.016667,9.42618
43.033333,9.42554
43.05,9.42537
43.066667,9.42562
43.083333,9.42615
43.1,9.42646
43.116667,9.42671
43.133333,9.42692
43.15,9.42745
43.166667,9.42784
43.183333,9.42877
43.2,9.42973
43.216667,9.43034
43.233333,9.43047
43.25,9.43118
43.266667,9.43202
43.283333,9.43226
43.3,9.43248
43.316667,9.4329
43.333333,9.43301
43.35,9.43346
43.366667,9.434
43.383333,9.43415
43.4,9.43456
43.416667,9.43508
43.433333,9.43501
43.45,9.43456
43.466667,9.43439
43.483333,9.43459
43.5,9.43408
43.516667,9.43443
43.533333,9.43674
43.55,9.43948
43.566667,9.43794
43.583333,9.43639
43.6,9.43185
43.616667,9.42257
43.633333,9.42395
43.65,9.43205
43.666667,9.434
43.683333,9.43161
43.7,9.42398
43.716667,9.41449
43.733333,9.40254
43.75,9.39798
43.766667,9.39959
43.783333,9.40876
43.8,9.4166
43.816667,9.41961
43.833333,9.4226
43.85,9.42671
43.866667,9.43045
43.883333,9.43272
43.9,9.43354
43.916667,9.43379
43.933333,9.43453
43.95,9.43411
43.966667,9.43483
43.983333,9.4346
44,9.43429
44.016667,9.43396
44.033333,9.43284
44.05,9.43029
44.066667,9.42974
44.083333,9.42939
44.1,9.42962
44.116667,9.42963
44.133333,9.43023
44.15,9.43112
44.166667,9.43099
44.183333,9.43041
44.2,9.4306
44.216667,9.43142
44.233333,9.43199
44.25,9.43276
44.266667,9.43247
44.283333,9.43282
44.3,9.43361
44.316667,9.43445
44.333333,9.43387
44.35,9.43281
44.366667,9.43545
44.383333,9.43732
44.4,9.43763
44.416667,9.43737
44.433333,9.43271
44.45,9.42858
44.466667,9.426
44.483333,9.42417
44.5,9.42717
44.516667,9.43761
44.533333,9.44243
44.55,9.43931
44.566667,9.43678
44.583333,9.4348
44.6,9.43411
44.616667,9.43383
44.633333,9.43351
44.65,9.43353
44.666667,9.43347
44.683333,9.43437
44.7,9.43408
44.716667,9.43405
44.733333,9.43448
44.75,9.43557
44.766667,9.43622
44.783333,9.43749
44.8,9.43974
44.816667,9.44295
44.833333,9.44567
44.85,9.44921
44.866667,9.44945
44.883333,9.44389
44.9,9.43207
44.916667,9.42596
44.933333,9.42726
44.95,9.43033
44.966667,9.43379
44.983333,9.43771
45,9.43928
45.016667,9.44008
45.033333,9.44006
45.05,9.43997
45.066667,9.43985
45.083333,9.43971
45.1,9.43947
45.116667,9.43882
45.133333,9.43852
45.15,9.43855
45.166667,9.43858
45.183333,9.43806
45.2,9.43776
45.216667,9.43733
45.233333,9.43691
45.25,9.43656
45.266667,9.43652
45.283333,9.43612
45.3,9.43569
45.316667,9.43529
45.333333,9.43436
45.35,9.43342
45.366667,9.43309
45.383333,9.43237
45.4,9.4324
45.416667,9.43226
45.433333,9.43126
45.45,9.42957
45.466667,9.42816
45.483333,9.42658
45.5,9.42836
45.516667,9.43391
45.533333,9.43957
45.55,9.44205
45.566667,9.44373
45.583333,9.44143
45.6,9.43159
45.616667,9.42296
45.633333,9.4186
45.65,9.41653
45.666667,9.41567
45.683333,9.41571
45.7,9.42059
45.716667,9.43098
45.733333,9.43491
45.75,9.4345
45.766667,9.43213
45.783333,9.4316
45.8,9.43284
45.816667,9.43388
45.833333,9.43369
45.85,9.43496
45.866667,9.4363
45.883333,9.43645
45.9,9.43687
45.916667,9.43794
45.933333,9.43951
45.95,9.4408
45.966667,9.44138
45.983333,9.44127
46,9.44027
46.016667,9.44155
46.033333,9.4454
46.05,9.44899
46.066667,9.44523
46.083333,9.43332
46.1,9.41992
46.116667,9.40608
46.133333,9.40567
46.15,9.41855
46.166667,9.42584
46.183333,9.42448
46.2,9.4172
46.216667,9.40853
46.233333,9.40531
46.25,9.40739
46.266667,9.40948
46.283333,9.41202
46.3,9.41464
46.316667,9.42004
46.333333,9.42791
46.35,9.43249
46.366667,9.43355
46.383333,9.43385
46.4,9.43331
46.416667,9.43291
46.433333,9.43276
46.45,9.43289
46.466667,9.43329
46.483333,9.43356
46.5,9.43404
46.516667,9.43447
46.533333,9.43474
46.55,9.43493
46.566667,9.43512
46.583333,9.43508
46.6,9.435
46.616667,9.43516
46.633333,9.43576
46.65,9.43634
46.666667,9.43684
46.683333,9.43732
46.7,9.43753
46.716667,9.43786
46.733333,9.43783
46.75,9.43728
46.766667,9.43676
46.783333,9.4393
46.8,9.44261
46.816667,9.44254
46.833333,9.44229
46.85,9.44283
46.866667,9.44331
46.883333,9.44305
46.9,9.44236
46.916667,9.44134
46.933333,9.4412
46.95,9.44078
46.966667,9.44011
46.983333,9.43988
47,9.43946
47.016667,9.43814
47.033333,9.43616
47.05,9.43451
47.066667,9.4332
47.083333,9.43491
47.1,9.44303
47.116667,9.44874
47.133333,9.44891
47.15,9.4462
47.166667,9.44412
47.183333,9.44085
47.2,9.43803
47.216667,9.43166
47.233333,9.42914
47.25,9.43012
47.266667,9.43413
47.283333,9.43889
47.3,9.44291
47.316667,9.44326
47.333333,9.44178
47.35,9.44163
47.366667,9.43872
47.383333,9.43829
47.4,9.43769
47.416667,9.43663
47.433333,9.43596
47.45,9.43639
47.466667,9.43715
47.483333,9.43792
47.5,9.43763
47.516667,9.43799
47.533333,9.43832
47.55,9.4388
47.566667,9.43869
47.583333,9.43818
47.6,9.43761
47.616667,9.43777
47.633333,9.43841
47.65,9.43916
47.666667,9.43916
47.683333,9.4385
47.7,9.43716
47.716667,9.43528
47.733333,9.43304
47.75,9.43179
47.766667,9.43137
47.783333,9.43962
47.8,9.4487
47.816667,9.4493
47.833333,9.44928
47.85,9.44919
47.866667,9.4496
47.883333,9.44947
47.9,9.44951
47.916667,9.4496
47.933333,9.45002
47.95,9.44697
47.966667,9.44242
47.983333,9.43326
48,9.426
48.016667,9.425
48.033333,9.43198
48.05,9.44036
48.066667,9.44501
48.083333,9.44354
48.1,9.44247
48.116667,9.44118
48.133333,9.44028
48.15,9.43982
48.166667,9.4396
48.183333,9.43942
48.2,9.43934
48.216667,9.43949
48.233333,9.43931
48.25,9.43884
48.266667,9.43853
48.283333,9.43819
48.3,9.43779
48.316667,9.4376
48.333333,9.4375
48.35,9.43745
48.366667,9.43756
48.383333,9.43748
48.4,9.4374
48.416667,9.43781
48.433333,9.43869
48.45,9.4387
48.466667,9.43846
48.483333,9.43806
48.5,9.43885
48.516667,9.44036
48.533333,9.44243
