User: USER;Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data;Test run no.: 155
Test name: Mpro_FRET_TJ_Aug2021;Date: 18.08.2021;Time: 16:26:10

Fluorescence (FI)

Cycle 120 (9 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;136907;;;;;;;;
B;;;;123184;;;;;;;;
C;;;;142433;;;;;;;;
D;;;;80941;;;;;;;;
E;;;;32009;;;;;;;;
F;;;;13298;;;;;;;;
G;;;;2389;;;;;;;;
H;;;;365;;;;;;;;

Cycle 119 (9 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;138260;;;;;;;;
B;;;;121087;;;;;;;;
C;;;;143713;;;;;;;;
D;;;;82607;;;;;;;;
E;;;;32404;;;;;;;;
F;;;;13762;;;;;;;;
G;;;;3184;;;;;;;;
H;;;;1988;;;;;;;;

Cycle 118 (9 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;136816;;;;;;;;
B;;;;122191;;;;;;;;
C;;;;143646;;;;;;;;
D;;;;82688;;;;;;;;
E;;;;32369;;;;;;;;
F;;;;14408;;;;;;;;
G;;;;2916;;;;;;;;
H;;;;873;;;;;;;;

Cycle 117 (9 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;135690;;;;;;;;
B;;;;122080;;;;;;;;
C;;;;141452;;;;;;;;
D;;;;81899;;;;;;;;
E;;;;30824;;;;;;;;
F;;;;12938;;;;;;;;
G;;;;2663;;;;;;;;
H;;;;385;;;;;;;;

Cycle 116 (9 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;136285;;;;;;;;
B;;;;121745;;;;;;;;
C;;;;144556;;;;;;;;
D;;;;83872;;;;;;;;
E;;;;32304;;;;;;;;
F;;;;14086;;;;;;;;
G;;;;3022;;;;;;;;
H;;;;396;;;;;;;;

Cycle 115 (9 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;132983;;;;;;;;
B;;;;122033;;;;;;;;
C;;;;144731;;;;;;;;
D;;;;81150;;;;;;;;
E;;;;32449;;;;;;;;
F;;;;13463;;;;;;;;
G;;;;2815;;;;;;;;
H;;;;290;;;;;;;;

Cycle 114 (9 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;132301;;;;;;;;
B;;;;121810;;;;;;;;
C;;;;143391;;;;;;;;
D;;;;79845;;;;;;;;
E;;;;32033;;;;;;;;
F;;;;12666;;;;;;;;
G;;;;1522;;;;;;;;
H;;;;104;;;;;;;;

Cycle 113 (9 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;135478;;;;;;;;
B;;;;120805;;;;;;;;
C;;;;142898;;;;;;;;
D;;;;81165;;;;;;;;
E;;;;32078;;;;;;;;
F;;;;13193;;;;;;;;
G;;;;2694;;;;;;;;
H;;;;720;;;;;;;;

Cycle 112 (9 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;132487;;;;;;;;
B;;;;119951;;;;;;;;
C;;;;144629;;;;;;;;
D;;;;82590;;;;;;;;
E;;;;32597;;;;;;;;
F;;;;13245;;;;;;;;
G;;;;2979;;;;;;;;
H;;;;495;;;;;;;;

Cycle 111 (9 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;132747;;;;;;;;
B;;;;120949;;;;;;;;
C;;;;143721;;;;;;;;
D;;;;79770;;;;;;;;
E;;;;32270;;;;;;;;
F;;;;13569;;;;;;;;
G;;;;2438;;;;;;;;
H;;;;448;;;;;;;;

Cycle 110 (9 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;131354;;;;;;;;
B;;;;121444;;;;;;;;
C;;;;145647;;;;;;;;
D;;;;82489;;;;;;;;
E;;;;33290;;;;;;;;
F;;;;14277;;;;;;;;
G;;;;2223;;;;;;;;
H;;;;727;;;;;;;;

Cycle 109 (9 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;129796;;;;;;;;
B;;;;120388;;;;;;;;
C;;;;144414;;;;;;;;
D;;;;81045;;;;;;;;
E;;;;33055;;;;;;;;
F;;;;13162;;;;;;;;
G;;;;2710;;;;;;;;
H;;;;280;;;;;;;;

Cycle 108 (8 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;131045;;;;;;;;
B;;;;119850;;;;;;;;
C;;;;144481;;;;;;;;
D;;;;82771;;;;;;;;
E;;;;32666;;;;;;;;
F;;;;13226;;;;;;;;
G;;;;2095;;;;;;;;
H;;;;-350;;;;;;;;

Cycle 107 (8 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;130409;;;;;;;;
B;;;;120927;;;;;;;;
C;;;;143340;;;;;;;;
D;;;;82685;;;;;;;;
E;;;;31880;;;;;;;;
F;;;;13139;;;;;;;;
G;;;;2723;;;;;;;;
H;;;;552;;;;;;;;

Cycle 106 (8 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;127938;;;;;;;;
B;;;;118787;;;;;;;;
C;;;;143866;;;;;;;;
D;;;;82373;;;;;;;;
E;;;;31894;;;;;;;;
F;;;;12949;;;;;;;;
G;;;;1914;;;;;;;;
H;;;;-63;;;;;;;;

Cycle 105 (8 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;128131;;;;;;;;
B;;;;120546;;;;;;;;
C;;;;144478;;;;;;;;
D;;;;79375;;;;;;;;
E;;;;31841;;;;;;;;
F;;;;12887;;;;;;;;
G;;;;1484;;;;;;;;
H;;;;-239;;;;;;;;

Cycle 104 (8 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;128951;;;;;;;;
B;;;;119274;;;;;;;;
C;;;;143623;;;;;;;;
D;;;;82574;;;;;;;;
E;;;;32812;;;;;;;;
F;;;;13401;;;;;;;;
G;;;;2622;;;;;;;;
H;;;;968;;;;;;;;

Cycle 103 (8 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;128328;;;;;;;;
B;;;;119434;;;;;;;;
C;;;;143941;;;;;;;;
D;;;;81611;;;;;;;;
E;;;;31642;;;;;;;;
F;;;;13597;;;;;;;;
G;;;;2677;;;;;;;;
H;;;;-51;;;;;;;;

Cycle 102 (8 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;130458;;;;;;;;
B;;;;118725;;;;;;;;
C;;;;143222;;;;;;;;
D;;;;82728;;;;;;;;
E;;;;32909;;;;;;;;
F;;;;13202;;;;;;;;
G;;;;2328;;;;;;;;
H;;;;675;;;;;;;;

Cycle 101 (8 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;126862;;;;;;;;
B;;;;120448;;;;;;;;
C;;;;143344;;;;;;;;
D;;;;82125;;;;;;;;
E;;;;32373;;;;;;;;
F;;;;12996;;;;;;;;
G;;;;2626;;;;;;;;
H;;;;558;;;;;;;;

Cycle 100 (8 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;126048;;;;;;;;
B;;;;120291;;;;;;;;
C;;;;143228;;;;;;;;
D;;;;83171;;;;;;;;
E;;;;31165;;;;;;;;
F;;;;13149;;;;;;;;
G;;;;1311;;;;;;;;
H;;;;297;;;;;;;;

Cycle 99 (8 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;126994;;;;;;;;
B;;;;118693;;;;;;;;
C;;;;143527;;;;;;;;
D;;;;82072;;;;;;;;
E;;;;31476;;;;;;;;
F;;;;13331;;;;;;;;
G;;;;2502;;;;;;;;
H;;;;583;;;;;;;;

Cycle 98 (8 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;125556;;;;;;;;
B;;;;118117;;;;;;;;
C;;;;140776;;;;;;;;
D;;;;81202;;;;;;;;
E;;;;31338;;;;;;;;
F;;;;13036;;;;;;;;
G;;;;2058;;;;;;;;
H;;;;310;;;;;;;;

Cycle 97 (8 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;125053;;;;;;;;
B;;;;117688;;;;;;;;
C;;;;143616;;;;;;;;
D;;;;81281;;;;;;;;
E;;;;31382;;;;;;;;
F;;;;14164;;;;;;;;
G;;;;2726;;;;;;;;
H;;;;451;;;;;;;;

Cycle 96 (7 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;123250;;;;;;;;
B;;;;116863;;;;;;;;
C;;;;143317;;;;;;;;
D;;;;81962;;;;;;;;
E;;;;31797;;;;;;;;
F;;;;13579;;;;;;;;
G;;;;1835;;;;;;;;
H;;;;302;;;;;;;;

Cycle 95 (7 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;125361;;;;;;;;
B;;;;118279;;;;;;;;
C;;;;143773;;;;;;;;
D;;;;83146;;;;;;;;
E;;;;33103;;;;;;;;
F;;;;14452;;;;;;;;
G;;;;3245;;;;;;;;
H;;;;775;;;;;;;;

Cycle 94 (7 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;125317;;;;;;;;
B;;;;117428;;;;;;;;
C;;;;144069;;;;;;;;
D;;;;82244;;;;;;;;
E;;;;31798;;;;;;;;
F;;;;13536;;;;;;;;
G;;;;2302;;;;;;;;
H;;;;192;;;;;;;;

Cycle 93 (7 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;125942;;;;;;;;
B;;;;118122;;;;;;;;
C;;;;143478;;;;;;;;
D;;;;82827;;;;;;;;
E;;;;32101;;;;;;;;
F;;;;14063;;;;;;;;
G;;;;2540;;;;;;;;
H;;;;142;;;;;;;;

Cycle 92 (7 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;124919;;;;;;;;
B;;;;117324;;;;;;;;
C;;;;143052;;;;;;;;
D;;;;83441;;;;;;;;
E;;;;31840;;;;;;;;
F;;;;13656;;;;;;;;
G;;;;2835;;;;;;;;
H;;;;417;;;;;;;;

Cycle 91 (7 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;121143;;;;;;;;
B;;;;116423;;;;;;;;
C;;;;141982;;;;;;;;
D;;;;81271;;;;;;;;
E;;;;31285;;;;;;;;
F;;;;13049;;;;;;;;
G;;;;2345;;;;;;;;
H;;;;193;;;;;;;;

Cycle 90 (7 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;122869;;;;;;;;
B;;;;116545;;;;;;;;
C;;;;145309;;;;;;;;
D;;;;82307;;;;;;;;
E;;;;31854;;;;;;;;
F;;;;14248;;;;;;;;
G;;;;3243;;;;;;;;
H;;;;945;;;;;;;;

Cycle 89 (7 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;123892;;;;;;;;
B;;;;117265;;;;;;;;
C;;;;144364;;;;;;;;
D;;;;83453;;;;;;;;
E;;;;33135;;;;;;;;
F;;;;14246;;;;;;;;
G;;;;2772;;;;;;;;
H;;;;886;;;;;;;;

Cycle 88 (7 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;122656;;;;;;;;
B;;;;114796;;;;;;;;
C;;;;144060;;;;;;;;
D;;;;83845;;;;;;;;
E;;;;31570;;;;;;;;
F;;;;13287;;;;;;;;
G;;;;2464;;;;;;;;
H;;;;840;;;;;;;;

Cycle 87 (7 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;122534;;;;;;;;
B;;;;115700;;;;;;;;
C;;;;144261;;;;;;;;
D;;;;82459;;;;;;;;
E;;;;32677;;;;;;;;
F;;;;13659;;;;;;;;
G;;;;2870;;;;;;;;
H;;;;654;;;;;;;;

Cycle 86 (7 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;120175;;;;;;;;
B;;;;116259;;;;;;;;
C;;;;143495;;;;;;;;
D;;;;82337;;;;;;;;
E;;;;32175;;;;;;;;
F;;;;12720;;;;;;;;
G;;;;1885;;;;;;;;
H;;;;489;;;;;;;;

Cycle 85 (7 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;118545;;;;;;;;
B;;;;116134;;;;;;;;
C;;;;144207;;;;;;;;
D;;;;83085;;;;;;;;
E;;;;31987;;;;;;;;
F;;;;13651;;;;;;;;
G;;;;2836;;;;;;;;
H;;;;1094;;;;;;;;

Cycle 84 (6 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;119259;;;;;;;;
B;;;;115243;;;;;;;;
C;;;;144043;;;;;;;;
D;;;;82572;;;;;;;;
E;;;;32806;;;;;;;;
F;;;;13202;;;;;;;;
G;;;;2700;;;;;;;;
H;;;;547;;;;;;;;

Cycle 83 (6 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;118409;;;;;;;;
B;;;;116194;;;;;;;;
C;;;;141191;;;;;;;;
D;;;;82366;;;;;;;;
E;;;;32179;;;;;;;;
F;;;;12918;;;;;;;;
G;;;;3006;;;;;;;;
H;;;;161;;;;;;;;

Cycle 82 (6 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;116095;;;;;;;;
B;;;;114931;;;;;;;;
C;;;;142788;;;;;;;;
D;;;;82174;;;;;;;;
E;;;;32034;;;;;;;;
F;;;;13727;;;;;;;;
G;;;;2577;;;;;;;;
H;;;;470;;;;;;;;

Cycle 81 (6 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;117534;;;;;;;;
B;;;;114334;;;;;;;;
C;;;;142960;;;;;;;;
D;;;;81093;;;;;;;;
E;;;;31665;;;;;;;;
F;;;;12256;;;;;;;;
G;;;;1933;;;;;;;;
H;;;;516;;;;;;;;

Cycle 80 (6 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;119311;;;;;;;;
B;;;;112861;;;;;;;;
C;;;;142645;;;;;;;;
D;;;;82603;;;;;;;;
E;;;;32325;;;;;;;;
F;;;;12896;;;;;;;;
G;;;;2656;;;;;;;;
H;;;;118;;;;;;;;

Cycle 79 (6 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;116990;;;;;;;;
B;;;;112787;;;;;;;;
C;;;;144043;;;;;;;;
D;;;;83280;;;;;;;;
E;;;;32681;;;;;;;;
F;;;;13310;;;;;;;;
G;;;;2274;;;;;;;;
H;;;;226;;;;;;;;

Cycle 78 (6 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;117186;;;;;;;;
B;;;;113831;;;;;;;;
C;;;;143421;;;;;;;;
D;;;;82973;;;;;;;;
E;;;;31518;;;;;;;;
F;;;;12549;;;;;;;;
G;;;;2020;;;;;;;;
H;;;;404;;;;;;;;

Cycle 77 (6 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;115888;;;;;;;;
B;;;;114152;;;;;;;;
C;;;;143509;;;;;;;;
D;;;;81642;;;;;;;;
E;;;;31629;;;;;;;;
F;;;;12467;;;;;;;;
G;;;;2614;;;;;;;;
H;;;;465;;;;;;;;

Cycle 76 (6 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;116979;;;;;;;;
B;;;;112158;;;;;;;;
C;;;;142447;;;;;;;;
D;;;;81755;;;;;;;;
E;;;;31787;;;;;;;;
F;;;;13219;;;;;;;;
G;;;;2684;;;;;;;;
H;;;;543;;;;;;;;

Cycle 75 (6 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;115547;;;;;;;;
B;;;;112746;;;;;;;;
C;;;;142662;;;;;;;;
D;;;;83060;;;;;;;;
E;;;;32772;;;;;;;;
F;;;;13311;;;;;;;;
G;;;;2797;;;;;;;;
H;;;;849;;;;;;;;

Cycle 74 (6 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;114880;;;;;;;;
B;;;;111053;;;;;;;;
C;;;;141656;;;;;;;;
D;;;;82951;;;;;;;;
E;;;;31657;;;;;;;;
F;;;;13254;;;;;;;;
G;;;;2010;;;;;;;;
H;;;;395;;;;;;;;

Cycle 73 (6 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;112852;;;;;;;;
B;;;;110161;;;;;;;;
C;;;;143157;;;;;;;;
D;;;;83509;;;;;;;;
E;;;;32582;;;;;;;;
F;;;;12658;;;;;;;;
G;;;;1958;;;;;;;;
H;;;;-302;;;;;;;;

Cycle 72 (5 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;112421;;;;;;;;
B;;;;111235;;;;;;;;
C;;;;143700;;;;;;;;
D;;;;81636;;;;;;;;
E;;;;32264;;;;;;;;
F;;;;12801;;;;;;;;
G;;;;2371;;;;;;;;
H;;;;174;;;;;;;;

Cycle 71 (5 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;111913;;;;;;;;
B;;;;111784;;;;;;;;
C;;;;142614;;;;;;;;
D;;;;82506;;;;;;;;
E;;;;32135;;;;;;;;
F;;;;12228;;;;;;;;
G;;;;2774;;;;;;;;
H;;;;287;;;;;;;;

Cycle 70 (5 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;112530;;;;;;;;
B;;;;110045;;;;;;;;
C;;;;142709;;;;;;;;
D;;;;82466;;;;;;;;
E;;;;32529;;;;;;;;
F;;;;13876;;;;;;;;
G;;;;2910;;;;;;;;
H;;;;551;;;;;;;;

Cycle 69 (5 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;111343;;;;;;;;
B;;;;109621;;;;;;;;
C;;;;143886;;;;;;;;
D;;;;82776;;;;;;;;
E;;;;32604;;;;;;;;
F;;;;14260;;;;;;;;
G;;;;2799;;;;;;;;
H;;;;869;;;;;;;;

Cycle 68 (5 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;109703;;;;;;;;
B;;;;109490;;;;;;;;
C;;;;142938;;;;;;;;
D;;;;82323;;;;;;;;
E;;;;31511;;;;;;;;
F;;;;12638;;;;;;;;
G;;;;2437;;;;;;;;
H;;;;-87;;;;;;;;

Cycle 67 (5 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;108342;;;;;;;;
B;;;;108860;;;;;;;;
C;;;;142801;;;;;;;;
D;;;;82566;;;;;;;;
E;;;;32404;;;;;;;;
F;;;;13619;;;;;;;;
G;;;;2157;;;;;;;;
H;;;;-101;;;;;;;;

Cycle 66 (5 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;107512;;;;;;;;
B;;;;107722;;;;;;;;
C;;;;143500;;;;;;;;
D;;;;84013;;;;;;;;
E;;;;32902;;;;;;;;
F;;;;13410;;;;;;;;
G;;;;2163;;;;;;;;
H;;;;582;;;;;;;;

Cycle 65 (5 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;105500;;;;;;;;
B;;;;109041;;;;;;;;
C;;;;143279;;;;;;;;
D;;;;84042;;;;;;;;
E;;;;32702;;;;;;;;
F;;;;13557;;;;;;;;
G;;;;2446;;;;;;;;
H;;;;524;;;;;;;;

Cycle 64 (5 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;105181;;;;;;;;
B;;;;107863;;;;;;;;
C;;;;141307;;;;;;;;
D;;;;81963;;;;;;;;
E;;;;32041;;;;;;;;
F;;;;13794;;;;;;;;
G;;;;2411;;;;;;;;
H;;;;792;;;;;;;;

Cycle 63 (5 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;105356;;;;;;;;
B;;;;105632;;;;;;;;
C;;;;142280;;;;;;;;
D;;;;81080;;;;;;;;
E;;;;32216;;;;;;;;
F;;;;13129;;;;;;;;
G;;;;1347;;;;;;;;
H;;;;-253;;;;;;;;

Cycle 62 (5 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;106721;;;;;;;;
B;;;;106830;;;;;;;;
C;;;;140714;;;;;;;;
D;;;;82122;;;;;;;;
E;;;;30979;;;;;;;;
F;;;;12628;;;;;;;;
G;;;;2042;;;;;;;;
H;;;;147;;;;;;;;

Cycle 61 (5 min)
Blank corrected based on Raw Data (360-15/460-20)

